S_No,TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP_Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate
73,TX000073,AC00282,24.77,2023-07-04 18:20:00,Debit,Boston,D000180,9.230.41.239,M070,ATM,62,Retired,55,1.0,5866.01,2024-11-04 08:12:00
287,TX000287,AC00087,35.99,2023-01-19 16:14:00,Debit,Miami,D000270,162.207.77.170,M023,Branch,63,Retired,129,1.0,4489.79,2024-11-04 08:09:00
1247,TX001247,AC00285,302.82,2023-11-03 16:50:00,Debit,Jacksonville,D000290,79.47.176.19,M020,ATM,36,Engineer,175,1.0,9384.54,2024-11-04 08:07:00
656,TX000656,AC00458,156.26,2023-01-02 17:49:00,Credit,Virginia Beach,D000134,51.196.87.214,M059,Branch,46,Engineer,160,1.0,7854.1,2024-11-04 08:09:00
132,TX000132,AC00384,302.45,2023-09-25 17:13:00,Credit,San Antonio,D000052,203.99.96.114,M059,Branch,78,Retired,40,1.0,5133.61,2024-11-04 08:11:00
1996,TX001996,AC00460,999.28,2023-05-22 17:45:00,Debit,Boston,D000032,125.89.163.224,M050,Online,29,Engineer,40,1.0,4272.41,2024-11-04 08:12:00
961,TX000961,AC00158,104.23,2023-10-17 16:41:00,Credit,Louisville,D000621,11.188.75.155,M081,Online,63,Retired,108,1.0,5009.29,2024-11-04 08:09:00
34,TX000034,AC00359,877.81,2023-03-13 17:23:00,Debit,Los Angeles,D000111,134.140.85.231,M094,Online,22,Student,150,1.0,399.0,2024-11-04 08:07:00
860,TX000860,AC00403,154.24,2023-11-06 16:19:00,Debit,Mesa,D000129,219.98.242.240,M049,ATM,61,Retired,82,1.0,6109.55,2024-11-04 08:08:00
380,TX000380,AC00488,30.23,2023-11-06 17:53:00,Debit,Austin,D000406,134.247.5.188,M049,ATM,44,Doctor,99,1.0,481.13,2024-11-04 08:12:00
2085,TX002085,AC00428,1116.57,2023-02-23 16:54:00,Debit,Tucson,D000204,135.73.131.111,M005,ATM,56,Retired,104,1.0,1393.14,2024-11-04 08:07:00
293,TX000293,AC00189,443.79,2023-10-09 18:28:00,Debit,Las Vegas,D000407,198.39.35.23,M099,ATM,53,Retired,87,1.0,3133.85,2024-11-04 08:11:00
618,TX000618,AC00366,115.11,2023-05-05 17:34:00,Debit,Albuquerque,D000632,190.164.160.79,M011,Online,28,Engineer,139,1.0,9808.97,2024-11-04 08:10:00
792,TX000792,AC00339,64.5,2023-08-17 18:32:00,Debit,Denver,D000076,18.72.115.111,M062,ATM,74,Retired,230,1.0,1351.24,2024-11-04 08:08:00
354,TX000354,AC00340,432.63,2023-06-30 17:10:00,Debit,Colorado Springs,D000469,116.237.223.50,M024,ATM,29,Doctor,137,1.0,13648.36,2024-11-04 08:10:00
2153,TX002153,AC00065,202.49,2023-12-28 16:30:00,Credit,Virginia Beach,D000171,93.52.44.101,M050,ATM,48,Engineer,69,1.0,7447.1,2024-11-04 08:08:00
563,TX000563,AC00216,106.39,2023-02-13 18:42:00,Debit,Virginia Beach,D000485,211.42.9.0,M003,Online,37,Doctor,281,1.0,9410.99,2024-11-04 08:10:00
629,TX000629,AC00358,266.57,2023-07-03 17:56:00,Credit,Boston,D000058,140.94.123.72,M026,Online,39,Engineer,96,1.0,7180.48,2024-11-04 08:07:00
72,TX000072,AC00053,143.21,2023-01-13 17:00:00,Debit,Dallas,D000410,65.164.3.100,M066,Online,35,Engineer,135,1.0,6374.82,2024-11-04 08:09:00
1913,TX001913,AC00076,515.94,2023-12-22 16:42:00,Debit,San Francisco,D000606,27.215.118.94,M049,ATM,29,Engineer,37,1.0,1389.89,2024-11-04 08:11:00
895,TX000895,AC00133,110.08,2023-11-20 17:15:00,Debit,Detroit,D000560,207.157.126.125,M059,Branch,19,Student,95,1.0,1447.26,2024-11-04 08:08:00
730,TX000730,AC00395,371.47,2023-05-30 16:15:00,Credit,Milwaukee,D000661,32.71.250.58,M097,Branch,24,Student,58,1.0,1187.04,2024-11-04 08:07:00
2293,TX002293,AC00388,1030.85,2023-09-04 17:22:00,Debit,San Diego,D000645,121.67.144.20,M060,ATM,25,Student,39,1.0,1941.8,2024-11-04 08:11:00
452,TX000452,AC00119,54.61,2023-12-04 16:10:00,Debit,Milwaukee,D000079,39.163.103.27,M043,ATM,58,Engineer,160,1.0,7135.64,2024-11-04 08:07:00
1427,TX001427,AC00386,218.19,2023-05-23 16:29:00,Debit,Austin,D000626,165.35.58.173,M078,ATM,19,Student,185,1.0,620.83,2024-11-04 08:10:00
67,TX000067,AC00319,298.42,2023-04-25 16:11:00,Debit,Indianapolis,D000435,92.214.76.157,M005,Branch,56,Retired,225,1.0,3014.75,2024-11-04 08:10:00
963,TX000963,AC00124,55.86,2023-01-23 17:18:00,Debit,Seattle,D000211,200.136.146.93,M007,Online,39,Engineer,68,1.0,5346.46,2024-11-04 08:06:00
248,TX000248,AC00337,492.06,2023-10-19 16:14:00,Debit,Fresno,D000411,60.166.231.236,M012,Online,23,Student,74,1.0,857.9,2024-11-04 08:09:00
1594,TX001594,AC00413,854.64,2023-11-07 18:57:00,Debit,Fort Worth,D000445,174.61.77.54,M038,Branch,56,Retired,118,1.0,2989.25,2024-11-04 08:08:00
1642,TX001642,AC00480,50.52,2023-04-06 16:03:00,Debit,Los Angeles,D000619,161.177.41.214,M065,Branch,54,Doctor,293,1.0,12815.24,2024-11-04 08:06:00
314,TX000314,AC00445,485.54,2023-12-08 16:47:00,Debit,Louisville,D000343,121.67.144.20,M080,Online,19,Student,148,1.0,1533.32,2024-11-04 08:11:00
1279,TX001279,AC00297,587.23,2023-07-31 17:54:00,Debit,Omaha,D000010,50.202.8.53,M007,Online,27,Student,144,1.0,500.84,2024-11-04 08:09:00
710,TX000710,AC00462,99.76,2023-08-07 16:21:00,Debit,Sacramento,D000501,38.164.132.63,M039,Branch,26,Student,131,1.0,416.89,2024-11-04 08:06:00
212,TX000212,AC00479,432.08,2023-07-31 16:04:00,Debit,El Paso,D000073,40.192.99.27,M044,ATM,40,Doctor,145,1.0,11500.62,2024-11-04 08:11:00
2404,TX002404,AC00111,1173.43250801351,2023-06-07 17:05:00,Debit,Colorado Springs,D000344,136.162.111.135,M096,ATM,69,Retired,151,1.0,1619.16,2024-11-04 08:07:00
1584,TX001584,AC00081,315.39,2023-05-26 16:52:00,Credit,New York,D000066,60.89.202.192,M008,Branch,23,Student,93,1.0,929.6,2024-11-04 08:08:00
2459,TX002459,AC00312,430.83,2023-08-14 16:09:00,Debit,Los Angeles,D000195,87.50.72.69,M079,Branch,18,Student,292,1.0,941.49,2024-11-04 08:07:00
1839,TX001839,AC00255,137.86,2023-08-28 16:16:00,Credit,Sacramento,D000431,110.64.1.201,M096,Online,66,Doctor,120,1.0,8046.94,2024-11-04 08:11:00
1087,TX001087,AC00403,79.43,2023-07-24 17:30:00,Debit,Dallas,D000393,143.212.47.226,M009,ATM,74,Retired,72,1.0,6579.37,2024-11-04 08:07:00
283,TX000283,AC00026,329.69,2023-01-09 16:54:00,Credit,San Antonio,D000278,146.69.70.214,M088,Online,26,Student,66,1.0,1671.66,2024-11-04 08:09:00
594,TX000594,AC00039,139.57,2023-11-17 17:59:00,Debit,Fort Worth,D000222,13.30.106.126,M030,ATM,19,Student,263,2.93258857489891,271.78,2024-11-04 08:07:00
2502,TX002502,AC00216,235.83,2023-09-01 16:26:00,Credit,Memphis,D000299,157.47.114.20,M012,Online,53,Engineer,169,1.0,4120.75,2024-11-04 08:08:00
823,TX000823,AC00188,48.78,2023-08-11 16:43:00,Credit,Kansas City,D000071,112.222.0.29,M006,Branch,18,Student,136,1.0,552.06,2024-11-04 08:10:00
665,TX000665,AC00133,245.67,2023-01-02 18:35:00,Credit,Portland,D000097,3.77.114.6,M088,Branch,24,Student,107,1.0,752.25,2024-11-04 08:07:00
146,TX000146,AC00434,45.85,2023-02-16 17:57:00,Debit,Los Angeles,D000241,163.129.70.210,M085,ATM,20,Student,92,1.0,1659.15,2024-11-04 08:07:00
987,TX000987,AC00176,213.28,2023-12-25 18:29:00,Debit,Mesa,D000034,156.134.123.253,M088,Branch,51,Retired,94,1.0,4835.91,2024-11-04 08:11:00
2420,TX002420,AC00257,277.22,2023-08-17 17:10:00,Debit,Kansas City,D000582,148.42.122.1,M035,Branch,35,Doctor,41,1.0,12104.51,2024-11-04 08:07:00
1369,TX001369,AC00316,487.16,2023-01-02 16:01:00,Credit,Los Angeles,D000361,156.96.135.18,M077,Branch,28,Student,84,1.0,321.21,2024-11-04 08:12:00
2273,TX002273,AC00268,1173.43250801351,2023-09-22 16:13:00,Debit,Miami,D000598,34.169.232.37,M088,ATM,27,Student,20,1.0,1189.03,2024-11-04 08:07:00
973,TX000973,AC00304,37.7,2023-06-29 16:04:00,Debit,Miami,D000344,167.67.137.223,M038,ATM,20,Student,109,1.0,1741.1,2024-11-04 08:12:00
756,TX000756,AC00460,1173.43250801351,2023-09-07 16:27:00,Debit,Phoenix,D000070,94.37.250.128,M031,ATM,31,Engineer,156,1.0,6227.99,2024-11-04 08:07:00
500,TX000500,AC00325,157.97,2023-06-21 16:00:00,Debit,Philadelphia,D000635,89.237.88.251,M009,Branch,48,Doctor,140,1.0,5529.92,2024-11-04 08:10:00
1529,TX001529,AC00459,111.79,2023-12-26 17:40:00,Debit,Jacksonville,D000530,110.235.207.187,M056,Online,62,Doctor,49,1.0,10887.59,2024-11-04 08:11:00
1339,TX001339,AC00110,19.39,2023-11-17 16:39:00,Debit,Colorado Springs,D000294,201.95.180.152,M062,ATM,43,Doctor,45,1.0,9847.6,2024-11-04 08:11:00
324,TX000324,AC00248,138.12,2023-04-11 17:18:00,Credit,Los Angeles,D000182,45.182.28.148,M067,Branch,53,Doctor,281,1.0,1649.69,2024-11-04 08:11:00
2123,TX002123,AC00210,333.39,2023-09-11 16:36:00,Debit,Philadelphia,D000244,10.144.131.89,M015,ATM,68,Doctor,35,1.0,10628.59,2024-11-04 08:08:00
1465,TX001465,AC00132,130.93,2023-02-08 16:52:00,Credit,Houston,D000417,193.221.15.59,M061,Branch,28,Engineer,149,1.0,860.12,2024-11-04 08:11:00
1802,TX001802,AC00018,331.32,2023-06-05 17:24:00,Debit,Sacramento,D000334,200.164.13.160,M078,Branch,61,Doctor,137,2.93258857489891,13054.54,2024-11-04 08:07:00
951,TX000951,AC00243,388.98,2023-08-21 17:10:00,Debit,Fresno,D000548,78.69.172.205,M005,ATM,23,Student,155,1.0,1819.91,2024-11-04 08:08:00
806,TX000806,AC00202,132.36,2023-03-13 17:01:00,Debit,Colorado Springs,D000203,41.0.10.107,M094,Branch,28,Student,160,1.0,319.65,2024-11-04 08:10:00
1963,TX001963,AC00427,118.06,2023-05-24 17:07:00,Credit,Las Vegas,D000441,7.146.35.122,M082,Branch,32,Doctor,31,1.0,13560.63,2024-11-04 08:07:00
2074,TX002074,AC00228,441.26,2023-02-27 16:07:00,Credit,Tucson,D000490,92.180.81.50,M074,Branch,58,Doctor,87,2.93258857489891,13704.92,2024-11-04 08:11:00
1550,TX001550,AC00176,458.94,2023-07-18 18:06:00,Debit,Detroit,D000074,151.247.130.190,M076,Branch,52,Engineer,180,1.0,5619.95,2024-11-04 08:08:00
477,TX000477,AC00442,53.81,2023-10-16 16:55:00,Credit,Raleigh,D000663,34.86.220.205,M079,ATM,55,Engineer,37,2.0,2564.62,2024-11-04 08:12:00
2335,TX002335,AC00016,1105.88,2023-03-06 17:37:00,Debit,Omaha,D000159,41.82.55.163,M047,ATM,34,Engineer,36,1.0,2636.32,2024-11-04 08:11:00
1703,TX001703,AC00294,321.82,2023-07-14 16:20:00,Credit,Raleigh,D000518,100.137.90.188,M049,Branch,32,Engineer,43,1.0,6500.5,2024-11-04 08:08:00
375,TX000375,AC00014,643.22,2023-05-03 17:04:00,Debit,Atlanta,D000248,175.166.115.182,M073,ATM,64,Doctor,93,1.0,1035.86,2024-11-04 08:07:00
24,TX000024,AC00453,345.84,2023-05-02 18:25:00,Debit,Fort Worth,D000162,191.82.103.198,M083,Online,22,Student,142,2.93258857489891,1402.5,2024-11-04 08:07:00
1542,TX001542,AC00016,69.96,2023-10-16 17:43:00,Debit,Baltimore,D000397,184.146.10.88,M060,Branch,28,Student,31,1.0,164.12,2024-11-04 08:08:00
1227,TX001227,AC00158,775.6,2023-08-21 17:43:00,Credit,Mesa,D000627,73.108.76.238,M070,Branch,79,Retired,158,1.0,3898.64,2024-11-04 08:08:00
1454,TX001454,AC00398,142.78,2023-05-09 16:40:00,Debit,San Diego,D000499,80.75.92.66,M021,Branch,68,Doctor,150,1.0,11705.88,2024-11-04 08:12:00
262,TX000262,AC00448,23.3,2023-08-14 18:13:00,Debit,Los Angeles,D000385,111.226.226.202,M061,ATM,59,Engineer,161,1.0,6711.15,2024-11-04 08:08:00
321,TX000321,AC00441,231.71,2023-04-24 17:01:00,Debit,Raleigh,D000315,26.105.49.129,M060,Branch,27,Student,148,1.0,1127.98,2024-11-04 08:07:00
778,TX000778,AC00358,88.4,2023-11-10 18:02:00,Debit,Fort Worth,D000112,112.196.12.19,M065,Online,46,Engineer,174,1.0,2567.53,2024-11-04 08:09:00
1661,TX001661,AC00459,285.69,2023-12-06 18:15:00,Debit,Miami,D000132,141.169.67.34,M064,ATM,63,Retired,35,1.0,2552.54,2024-11-04 08:07:00
581,TX000581,AC00378,118.1,2023-10-31 16:49:00,Debit,Memphis,D000023,110.243.14.36,M071,Online,54,Engineer,167,1.0,895.66,2024-11-04 08:09:00
698,TX000698,AC00026,278.27,2023-04-10 16:47:00,Debit,Tucson,D000141,87.234.36.48,M027,Branch,29,Doctor,123,1.0,6684.34,2024-11-04 08:09:00
1286,TX001286,AC00422,135.15,2023-03-20 17:13:00,Debit,Colorado Springs,D000639,77.208.193.198,M100,Online,72,Retired,50,1.0,5878.14,2024-11-04 08:10:00
2332,TX002332,AC00315,75.43,2023-08-14 16:01:00,Debit,Fresno,D000280,5.50.152.168,M096,ATM,77,Retired,266,1.0,1441.86,2024-11-04 08:11:00
831,TX000831,AC00076,324.04,2023-07-05 16:49:00,Debit,Virginia Beach,D000642,101.120.142.50,M043,ATM,54,Retired,30,1.0,2248.06,2024-11-04 08:08:00
2306,TX002306,AC00202,5.66,2023-12-04 18:43:00,Debit,Fresno,D000082,173.135.78.201,M029,Branch,40,Engineer,33,1.0,5434.64,2024-11-04 08:11:00
1037,TX001037,AC00067,888.57,2023-06-13 16:24:00,Debit,San Antonio,D000365,193.217.248.188,M092,Online,62,Retired,102,1.0,7896.14,2024-11-04 08:10:00
1444,TX001444,AC00072,645.04,2023-12-22 17:08:00,Debit,Memphis,D000515,10.191.172.154,M014,Branch,70,Retired,78,1.0,7361.47,2024-11-04 08:07:00
974,TX000974,AC00475,19.59,2023-06-16 18:47:00,Debit,Charlotte,D000529,170.54.231.239,M016,Branch,64,Retired,122,1.0,1061.69,2024-11-04 08:10:00
46,TX000046,AC00401,435.27,2023-10-04 17:49:00,Debit,Chicago,D000297,197.162.55.147,M051,Branch,74,Retired,90,1.0,4673.28,2024-11-04 08:11:00
1397,TX001397,AC00041,34.31,2023-04-28 16:55:00,Debit,Philadelphia,D000353,167.95.191.52,M094,ATM,24,Student,251,1.0,1484.76,2024-11-04 08:11:00
264,TX000264,AC00319,512.81,2023-07-19 16:57:00,Debit,Sacramento,D000611,82.75.200.117,M004,Branch,79,Retired,30,1.0,6994.34,2024-11-04 08:11:00
384,TX000384,AC00341,96.54,2023-03-13 17:26:00,Debit,New York,D000387,69.61.96.139,M020,Branch,58,Retired,95,1.0,7182.22,2024-11-04 08:10:00
417,TX000417,AC00434,617.36,2023-11-21 17:05:00,Debit,Kansas City,D000137,42.219.228.159,M035,Branch,29,Engineer,61,1.0,8926.38,2024-11-04 08:09:00
49,TX000049,AC00296,626.9,2023-11-27 16:45:00,Debit,Denver,D000284,93.146.251.20,M023,Online,26,Student,138,1.0,265.51,2024-11-04 08:07:00
2336,TX002336,AC00048,14.1,2023-12-25 17:13:00,Debit,Louisville,D000099,164.75.163.220,M027,Branch,45,Engineer,73,1.0,6949.21,2024-11-04 08:08:00
1380,TX001380,AC00126,77.53,2023-07-25 18:00:00,Debit,Louisville,D000522,203.245.215.62,M052,Branch,54,Retired,55,1.0,5158.6,2024-11-04 08:07:00
620,TX000620,AC00130,168.54,2023-02-02 16:13:00,Debit,Oklahoma City,D000467,119.105.89.125,M064,ATM,70,Doctor,142,2.0,13406.0,2024-11-04 08:08:00
2077,TX002077,AC00236,325.03,2023-01-11 17:04:00,Debit,Jacksonville,D000289,111.226.226.202,M098,Branch,60,Doctor,106,1.0,13521.76,2024-11-04 08:10:00
243,TX000243,AC00202,173.5,2023-10-23 17:16:00,Debit,Nashville,D000235,32.13.122.242,M052,ATM,21,Student,282,1.0,1306.91,2024-11-04 08:11:00
1318,TX001318,AC00403,27.28,2023-12-25 16:30:00,Debit,Atlanta,D000082,193.108.17.115,M070,ATM,29,Doctor,96,1.0,10668.24,2024-11-04 08:09:00
1402,TX001402,AC00092,66.01,2023-10-06 18:39:00,Debit,Milwaukee,D000317,49.172.82.247,M042,Online,49,Engineer,179,1.0,3475.99,2024-11-04 08:07:00
739,TX000739,AC00288,283.23,2023-02-06 16:48:00,Debit,El Paso,D000695,146.69.70.214,M061,Online,40,Engineer,98,1.0,2008.77,2024-11-04 08:07:00
1688,TX001688,AC00426,98.41,2023-06-12 17:09:00,Debit,Sacramento,D000187,181.223.246.123,M052,Online,27,Student,48,1.0,912.71,2024-11-04 08:08:00
1653,TX001653,AC00458,633.87,2023-12-08 16:06:00,Debit,Kansas City,D000594,159.37.30.154,M067,Online,27,Student,175,1.0,330.16,2024-11-04 08:09:00
991,TX000991,AC00339,212.14,2023-08-14 17:28:00,Debit,Austin,D000269,44.67.137.125,M047,Branch,72,Retired,105,1.0,7225.06,2024-11-04 08:08:00
1592,TX001592,AC00016,314.52,2023-03-20 17:21:00,Debit,Memphis,D000361,146.69.70.214,M057,ATM,80,Retired,229,1.0,7071.32,2024-11-04 08:06:00
2346,TX002346,AC00396,76.21,2023-01-10 16:41:00,Debit,Los Angeles,D000275,40.198.240.246,M055,Branch,22,Student,69,1.0,664.93,2024-11-04 08:10:00
2163,TX002163,AC00205,26.3,2023-12-12 16:57:00,Debit,Virginia Beach,D000210,42.219.228.159,M029,ATM,32,Doctor,33,1.0,7473.73,2024-11-04 08:09:00
1957,TX001957,AC00248,26.1,2023-12-01 17:45:00,Credit,Detroit,D000017,170.154.69.105,M032,Branch,66,Doctor,115,1.0,5243.0,2024-11-04 08:10:00
1502,TX001502,AC00370,417.26,2023-02-27 17:01:00,Credit,New York,D000183,17.36.132.202,M049,Online,32,Doctor,45,1.0,10442.48,2024-11-04 08:11:00
2405,TX002405,AC00150,470.62,2023-02-27 17:52:00,Debit,Tucson,D000642,180.224.54.115,M002,Branch,57,Doctor,127,1.0,12470.62,2024-11-04 08:06:00
41,TX000041,AC00421,328.47,2023-07-31 18:39:00,Debit,San Antonio,D000557,6.234.101.35,M014,ATM,63,Retired,119,1.0,4323.66,2024-11-04 08:07:00
1915,TX001915,AC00347,137.84,2023-11-13 16:03:00,Debit,Omaha,D000553,195.226.203.234,M069,ATM,27,Student,83,1.0,1000.35,2024-11-04 08:09:00
2478,TX002478,AC00042,246.41,2023-05-26 17:10:00,Debit,Detroit,D000501,56.89.80.133,M071,ATM,54,Retired,23,1.0,1431.6,2024-11-04 08:12:00
786,TX000786,AC00211,411.52,2023-01-10 17:40:00,Debit,Los Angeles,D000494,52.1.78.30,M023,ATM,41,Doctor,88,1.0,11108.39,2024-11-04 08:09:00
2129,TX002129,AC00082,18.14,2023-02-17 18:46:00,Credit,Milwaukee,D000579,99.205.173.118,M097,ATM,58,Retired,48,1.0,6020.85,2024-11-04 08:11:00
311,TX000311,AC00386,49.99,2023-02-09 17:53:00,Debit,Omaha,D000668,155.140.33.42,M062,ATM,62,Retired,139,1.0,2299.64,2024-11-04 08:08:00
1866,TX001866,AC00128,505.14,2023-01-03 17:33:00,Debit,Portland,D000431,48.89.167.189,M058,ATM,68,Retired,179,1.0,2525.47,2024-11-04 08:11:00
2217,TX002217,AC00042,114.15,2023-02-21 16:47:00,Debit,Atlanta,D000395,49.29.37.185,M001,ATM,19,Student,52,1.0,1612.4,2024-11-04 08:08:00
2353,TX002353,AC00376,213.25,2023-02-23 17:30:00,Debit,San Francisco,D000441,71.93.189.160,M076,Branch,25,Student,63,1.0,677.79,2024-11-04 08:08:00
2302,TX002302,AC00387,294.61,2023-09-28 18:53:00,Debit,Omaha,D000652,216.32.4.105,M046,Branch,60,Retired,74,1.0,7375.59,2024-11-04 08:07:00
715,TX000715,AC00175,1.87,2023-10-20 18:34:00,Debit,Washington,D000165,30.229.179.194,M014,ATM,65,Retired,147,1.0,7287.94,2024-11-04 08:09:00
1120,TX001120,AC00423,61.77,2023-09-28 17:06:00,Debit,Charlotte,D000327,55.154.161.250,M082,Branch,56,Doctor,49,1.0,12352.2,2024-11-04 08:11:00
839,TX000839,AC00007,637.75,2023-07-24 16:07:00,Debit,Dallas,D000561,184.57.159.204,M028,Branch,79,Retired,152,1.0,4202.92,2024-11-04 08:08:00
613,TX000613,AC00149,35.73,2023-06-12 16:48:00,Debit,Miami,D000693,205.69.66.135,M028,Branch,65,Doctor,87,1.0,9073.17,2024-11-04 08:11:00
2202,TX002202,AC00385,1173.43250801351,2023-12-11 16:23:00,Debit,Portland,D000490,68.254.244.208,M075,Online,20,Student,84,1.0,1171.98,2024-11-04 08:08:00
1936,TX001936,AC00328,378.68,2023-01-06 17:23:00,Debit,Fort Worth,D000653,31.75.105.19,M095,ATM,60,Doctor,239,1.0,7627.04,2024-11-04 08:07:00
1338,TX001338,AC00158,393.92,2023-05-16 16:57:00,Debit,Memphis,D000504,141.169.67.34,M061,Branch,72,Retired,47,1.0,7318.64,2024-11-04 08:12:00
185,TX000185,AC00440,201.69,2023-01-03 16:46:00,Debit,Las Vegas,D000626,193.108.17.115,M019,ATM,59,Doctor,299,1.0,7328.52,2024-11-04 08:10:00
1452,TX001452,AC00460,26.5,2023-02-08 16:42:00,Debit,Indianapolis,D000175,9.230.41.239,M063,Online,48,Engineer,179,1.0,4854.83,2024-11-04 08:07:00
1518,TX001518,AC00302,736.53,2023-05-10 17:05:00,Debit,Philadelphia,D000548,219.193.239.152,M065,ATM,55,Engineer,120,1.0,9826.26,2024-11-04 08:09:00
2497,TX002497,AC00432,307.68,2023-01-18 17:21:00,Credit,Detroit,D000451,5.74.9.122,M068,Online,75,Retired,162,1.0,2052.84,2024-11-04 08:12:00
947,TX000947,AC00317,179.76,2023-07-12 16:11:00,Debit,Philadelphia,D000038,193.190.29.63,M039,Online,78,Retired,81,1.0,5909.52,2024-11-04 08:09:00
1797,TX001797,AC00146,1135.8,2023-09-06 16:03:00,Debit,San Diego,D000485,16.131.3.140,M004,ATM,30,Doctor,250,1.0,13534.3,2024-11-04 08:07:00
1401,TX001401,AC00315,185.81,2023-09-20 16:30:00,Debit,Austin,D000696,201.114.165.141,M033,Online,32,Doctor,116,1.0,9588.71,2024-11-04 08:10:00
301,TX000301,AC00119,211.36,2023-11-21 16:23:00,Credit,Fort Worth,D000700,63.67.150.226,M041,Branch,51,Engineer,286,1.0,7943.47,2024-11-04 08:11:00
1497,TX001497,AC00130,147.74,2023-09-05 16:52:00,Debit,Raleigh,D000064,12.246.170.239,M034,Branch,23,Student,15,1.0,1711.78,2024-11-04 08:12:00
1580,TX001580,AC00028,398.36,2023-06-27 16:52:00,Debit,Columbus,D000022,80.58.55.129,M006,ATM,22,Student,56,1.0,1863.7,2024-11-04 08:09:00
2124,TX002124,AC00014,10.3,2023-12-07 16:59:00,Debit,Fresno,D000494,150.231.20.169,M022,ATM,47,Engineer,197,1.0,7801.32,2024-11-04 08:10:00
905,TX000905,AC00480,354.76,2023-05-17 16:30:00,Debit,Detroit,D000135,54.252.249.33,M065,Branch,51,Doctor,279,1.0,10141.92,2024-11-04 08:07:00
434,TX000434,AC00475,85.35,2023-07-05 16:08:00,Debit,Washington,D000514,100.4.40.132,M074,ATM,66,Retired,166,1.0,2173.76,2024-11-04 08:06:00
2472,TX002472,AC00236,263.34,2023-03-08 17:43:00,Debit,Denver,D000506,209.214.250.164,M084,ATM,64,Retired,55,1.0,2411.02,2024-11-04 08:11:00
840,TX000840,AC00009,153.59,2023-05-04 17:43:00,Credit,Portland,D000270,204.120.80.105,M001,Branch,66,Retired,174,1.0,4813.12,2024-11-04 08:09:00
1901,TX001901,AC00338,52.87,2023-03-31 17:25:00,Debit,Indianapolis,D000053,91.103.147.166,M055,Branch,24,Student,70,1.0,960.96,2024-11-04 08:11:00
179,TX000179,AC00156,237.06,2023-12-18 16:47:00,Debit,Phoenix,D000455,61.95.76.233,M049,Online,71,Retired,46,1.0,1182.77,2024-11-04 08:07:00
1704,TX001704,AC00205,1173.43250801351,2023-12-11 16:53:00,Credit,Washington,D000489,76.0.164.168,M026,Branch,45,Engineer,279,1.0,9927.75,2024-11-04 08:11:00
1912,TX001912,AC00383,38.95,2023-10-18 16:44:00,Debit,Los Angeles,D000669,211.42.9.0,M100,Online,27,Engineer,50,1.0,731.52,2024-11-04 08:08:00
1418,TX001418,AC00368,389.05,2023-01-06 17:35:00,Debit,Dallas,D000379,7.105.184.86,M075,ATM,27,Student,41,1.0,761.0,2024-11-04 08:11:00
1201,TX001201,AC00249,18.41,2023-12-01 17:26:00,Debit,Atlanta,D000028,58.190.9.136,M072,Branch,53,Doctor,168,1.0,8287.54,2024-11-04 08:11:00
126,TX000126,AC00284,214.54,2023-08-04 17:46:00,Credit,Detroit,D000112,195.226.203.234,M026,Online,70,Doctor,247,1.0,11151.53,2024-11-04 08:11:00
2381,TX002381,AC00098,1173.43250801351,2023-09-25 16:44:00,Credit,Virginia Beach,D000639,193.190.29.63,M086,Online,61,Doctor,61,1.0,10456.24,2024-11-04 08:07:00
1832,TX001832,AC00402,137.81,2023-10-26 16:52:00,Debit,Detroit,D000260,145.76.10.8,M067,Branch,58,Engineer,44,1.0,2631.47,2024-11-04 08:07:00
1107,TX001107,AC00360,767.14,2023-08-29 16:24:00,Credit,Mesa,D000441,16.94.155.46,M039,Branch,62,Retired,38,1.0,4732.57,2024-11-04 08:08:00
1258,TX001258,AC00027,18.46,2023-11-20 16:29:00,Debit,Charlotte,D000133,166.41.54.117,M032,Branch,68,Retired,213,1.0,6381.6,2024-11-04 08:10:00
2402,TX002402,AC00073,953.17,2023-10-12 17:39:00,Debit,Raleigh,D000114,115.96.94.156,M024,Online,60,Retired,84,1.0,3506.11,2024-11-04 08:08:00
443,TX000443,AC00070,293.97,2023-11-13 17:34:00,Debit,Phoenix,D000444,56.89.80.133,M047,Branch,68,Retired,153,1.0,7371.85,2024-11-04 08:08:00
223,TX000223,AC00004,547.87,2023-07-10 17:15:00,Debit,Columbus,D000183,188.205.152.176,M064,ATM,64,Retired,131,1.0,6155.76,2024-11-04 08:10:00
